time;LDF_Tg
01.01.1970;1.0035371557643171
01.02.1970;1.022480473224469
01.03.1970;1.1145841617469452
01.04.1970;1.3581593816266382
01.05.1970;1.7270611746963445
01.06.1970;2.2162967101825046
01.07.1970;2.4206452260212603
01.08.1970;2.419104577558507
01.09.1970;2.0629311324904465
01.10.1970;1.5172459418722288
01.11.1970;1.2738359658960074
01.12.1970;0.986200722307667
01.01.1971;1.0977181007001218
01.02.1971;1.1419432406394623
01.03.1971;1.1903633787971986
01.04.1971;1.5411292889147636
01.05.1971;1.8833782534119323
01.06.1971;2.2254340053943142
01.07.1971;2.70552466050759
01.08.1971;2.689660388607636
01.09.1971;2.145119047103205
01.10.1971;1.6990333741041312
01.11.1971;1.2502213954938066
01.12.1971;1.1612723567292227
01.01.1972;1.0682591497442089
01.02.1972;1.1980176008064234
01.03.1972;1.3513463493564377
01.04.1972;1.5664321115334507
01.05.1972;1.8540883071162968
01.06.1972;2.315269944688115
01.07.1972;2.7615334691852405
01.08.1972;2.614529495882528
01.09.1972;2.0466984525097986
01.10.1972;1.689459955870827
01.11.1972;1.4030265497632561
01.12.1972;1.172779353564116
01.01.1973;1.1043037157825182
01.02.1973;1.1618118882736534
01.03.1973;1.2965314160225019
01.04.1973;1.5272741485085806
01.05.1973;2.035299251985145
01.06.1973;2.4425248651573455
01.07.1973;2.7429377203882006
01.08.1973;2.712276341541149
01.09.1973;2.238466945624816
01.10.1973;1.6572630329047633
01.11.1973;1.3226131828693866
01.12.1973;1.1174474701976715
01.01.1974;1.2045511714261956
01.02.1974;1.2428246520215034
01.03.1974;1.3682042815330449
01.04.1974;1.5518211319433675
01.05.1974;1.9966227231135167
01.06.1974;2.41917070180388
01.07.1974;2.6957966364716324
01.08.1974;2.723679112477075
01.09.1974;2.2407179730962365
01.10.1974;1.5967726842604633
01.11.1974;1.382133194584657
01.12.1974;1.2604811863634569
01.01.1975;1.2350595479305873
01.02.1975;1.2279136111471323
01.03.1975;1.342441534714488
01.04.1975;1.6205170807695692
01.05.1975;1.9413470670072932
01.06.1975;2.3795844359635288
01.07.1975;2.8816217044947954
01.08.1975;2.815278813327009
01.09.1975;2.342854817267332
01.10.1975;1.7238763081003794
01.11.1975;1.3301040589608781
01.12.1975;1.1727957114352678
01.01.1976;1.1681154984590945
01.02.1976;1.2094951800688691
01.03.1976;1.3269202947143772
01.04.1976;1.6300027436733424
01.05.1976;2.073575218020108
01.06.1976;2.640634946266977
01.07.1976;2.949495780189457
01.08.1976;2.7588340624083543
01.09.1976;2.245049477156912
01.10.1976;1.7556942764350338
01.11.1976;1.3698241829701416
01.12.1976;1.2254575599317143
01.01.1977;1.1946361733808584
01.02.1977;1.3469880543751462
01.03.1977;1.5283961465314728
01.04.1977;1.6933117593439877
01.05.1977;2.034488784823407
01.06.1977;2.4506194500389995
01.07.1977;2.783906722483292
01.08.1977;2.6858598168758716
01.09.1977;2.284983723392434
01.10.1977;1.917777519498684
01.11.1977;1.4836845793823468
01.12.1977;1.295827809544276
01.01.1978;1.2335691502050974
01.02.1978;1.312390098815117
01.03.1978;1.5185678364238342
01.04.1978;1.6665736338308685
01.05.1978;2.0732532494200884
01.06.1978;2.5222944620892047
01.07.1978;2.8562410875129363
01.08.1978;2.812144653721917
01.09.1978;2.4175602215284338
01.10.1978;1.8683047683390421
01.11.1978;1.4775542394074292
01.12.1978;1.296757685017519
01.01.1979;1.2238716117454636
01.02.1979;1.2831699920730457
01.03.1979;1.4772201167550472
01.04.1979;1.6606507781013982
01.05.1979;2.1721130014018546
01.06.1979;2.6733895703670467
01.07.1979;2.940531157406478
01.08.1979;2.8764902554757428
01.09.1979;2.4038567501034533
01.10.1979;1.91210647206131
01.11.1979;1.4544372302831836
01.12.1979;1.3400582018593916
01.01.1980;1.2073228766463575
01.02.1980;1.3816670186600932
01.03.1980;1.4812308681443727
01.04.1980;1.7603930582604959
01.05.1980;2.096199990812291
01.06.1980;2.674533817280814
01.07.1980;2.8946900251582894
01.08.1980;3.019043515931918
01.09.1980;2.5851187253305903
01.10.1980;1.9127371564197575
01.11.1980;1.4964253193018784
01.12.1980;1.2678414558457043
01.01.1981;1.233617135465056
01.02.1981;1.278770287143663
01.03.1981;1.6398757927029455
01.04.1981;1.7840547000332558
01.05.1981;2.188462029066622
01.06.1981;2.718645132043607
01.07.1981;2.968898382195251
01.08.1981;2.9034140066409546
01.09.1981;2.5328331239780995
01.10.1981;1.9860882396737474
01.11.1981;1.5456282192609807
01.12.1981;1.3198040898108716
01.01.1982;1.2877400550160856
01.02.1982;1.3334929613884756
01.03.1982;1.5149958108625308
01.04.1982;1.7639890396924902
01.05.1982;2.216298105868614
01.06.1982;2.7893627531039806
01.07.1982;3.148486833062002
01.08.1982;2.9633021613421358
01.09.1982;2.58684566654513
01.10.1982;1.92897444493183
01.11.1982;1.5658136061046204
01.12.1982;1.3335720679152634
01.01.1983;1.34452213377151
01.02.1983;1.291981759566666
01.03.1983;1.5648961845833658
01.04.1983;1.8674790302320048
01.05.1983;2.2167807744569443
01.06.1983;2.700638105725262
01.07.1983;3.253734617662337
01.08.1983;2.9967255608445083
01.09.1983;2.56869905764573
01.10.1983;1.9941618810645338
01.11.1983;1.6025444421425903
01.12.1983;1.3319912836842986
01.01.1984;1.3576973333957796
01.02.1984;1.3583980110710452
01.03.1984;1.521708450335759
01.04.1984;1.927190844586298
01.05.1984;2.1827200947308625
01.06.1984;2.7643404787688333
01.07.1984;3.1847354400067003
01.08.1984;3.0797596599696924
01.09.1984;2.5846319892248757
01.10.1984;2.0471544331400344
01.11.1984;1.6755383763121332
01.12.1984;1.3627778810188254
01.01.1985;1.2109225019547492
01.02.1985;1.4003475293760972
01.03.1985;1.5373325186286562
01.04.1985;1.9329267137449069
01.05.1985;2.296464832785175
01.06.1985;2.803619995346434
01.07.1985;3.255855446073358
01.08.1985;3.1442087205167537
01.09.1985;2.6828809911522313
01.10.1985;2.1081117240887663
01.11.1985;1.5674861318490934
01.12.1985;1.4305345789875241
01.01.1986;1.3706015922553039
01.02.1986;1.3164675917672384
01.03.1986;1.6072267478384883
01.04.1986;1.8636587473109512
01.05.1986;2.514692847720594
01.06.1986;2.8826547551259933
01.07.1986;3.2184037392264773
01.08.1986;3.160061265491516
01.09.1986;2.5997310815344035
01.10.1986;2.1203553002219255
01.11.1986;1.648439681247579
01.12.1986;1.4002765206999306
01.01.1987;1.249873953830983
01.02.1987;1.4479544020882298
01.03.1987;1.5639595280104548
01.04.1987;2.034355579919029
01.05.1987;2.3469773552521143
01.06.1987;2.8563629549671026
01.07.1987;3.2395469138958397
01.08.1987;3.1924840146252214
01.09.1987;2.8142360391107863
01.10.1987;2.1535557411326476
01.11.1987;1.6480033462375308
01.12.1987;1.4946078547912316
01.01.1988;1.5035054208971284
01.02.1988;1.4952449917561057
01.03.1988;1.6591774929401928
01.04.1988;1.982035782337526
01.05.1988;2.453510285658629
01.06.1988;2.8581603195415677
01.07.1988;3.3120355476127648
01.08.1988;3.25258254924308
01.09.1988;2.6603290976725815
01.10.1988;2.1621345134113468
01.11.1988;1.6166392968305692
01.12.1988;1.4360353506594477
01.01.1989;1.4125957835797625
01.02.1989;1.5360976798016592
01.03.1989;1.7845299612284744
01.04.1989;1.9269574618206922
01.05.1989;2.4774302319021135
01.06.1989;2.888259660324242
01.07.1989;3.3335482943617176
01.08.1989;3.2367002726192484
01.09.1989;2.7160345592244597
01.10.1989;2.190457365140609
01.11.1989;1.7120118794575285
01.12.1989;1.5362276636149121
01.01.1990;1.4554121718141457
01.02.1990;1.7054471698461895
01.03.1990;1.8429184909821175
01.04.1990;1.986928258736511
01.05.1990;2.492266713086575
01.06.1990;2.9597007770377455
01.07.1990;3.3069070560373466
01.08.1990;3.3112524232933196
01.09.1990;2.7482229581379656
01.10.1990;2.240021773716799
01.11.1990;1.717974778994065
01.12.1990;1.4434839999401865
01.01.1991;1.4963645924145217
01.02.1991;1.4840533895396917
01.03.1991;1.8532347237928577
01.04.1991;2.056847280529208
01.05.1991;2.3789289514919734
01.06.1991;3.022446735401587
01.07.1991;3.5939064993242202
01.08.1991;3.5459125124803133
01.09.1991;2.9789014001283554
01.10.1991;2.183575125546502
01.11.1991;1.7545121845157428
01.12.1991;1.5081293738339
01.01.1992;1.479475208763011
01.02.1992;1.6366949101608443
01.03.1992;1.8219335138215902
01.04.1992;2.121397513218814
01.05.1992;2.6651969896718977
01.06.1992;3.00655690920173
01.07.1992;3.4849156194756152
01.08.1992;3.5724604884317857
01.09.1992;2.9051783838965726
01.10.1992;2.1575707835542
01.11.1992;1.8317944494094816
01.12.1992;1.5963973534576885
01.01.1993;1.580642443313434
01.02.1993;1.590643689751303
01.03.1993;1.8309801463546282
01.04.1993;2.218615270597719
01.05.1993;2.7335727987812444
01.06.1993;3.2621133469220798
01.07.1993;3.5236628146516193
01.08.1993;3.4808743369031774
01.09.1993;2.814615412990598
01.10.1993;2.271987881064046
01.11.1993;1.7221246365398974
01.12.1993;1.6513832655994924
01.01.1994;1.5842223704669953
01.02.1994;1.5694808948965917
01.03.1994;1.898592563222335
01.04.1994;2.136507735617654
01.05.1994;2.6562168983488443
01.06.1994;3.1848800870899963
01.07.1994;3.7694598301453253
01.08.1994;3.581484432543137
01.09.1994;2.8383213471402304
01.10.1994;2.256781174259159
01.11.1994;1.9339693272169698
01.12.1994;1.6216032030621317
01.01.1995;1.5586303553349228
01.02.1995;1.7865810297980729
01.03.1995;1.8508922572121211
01.04.1995;2.183236133993593
01.05.1995;2.7123773738795123
01.06.1995;3.148126990169011
01.07.1995;3.7015477702385393
01.08.1995;3.587592796319865
01.09.1995;2.8259555814595565
01.10.1995;2.4458739925724053
01.11.1995;1.8617389372032889
01.12.1995;1.5611532902466283
01.01.1996;1.638676640798762
01.02.1996;1.6166520201757986
01.03.1996;1.8473738077664035
01.04.1996;2.255469104765987
01.05.1996;2.7549765348281072
01.06.1996;3.3313663271235425
01.07.1996;3.6661042484625463
01.08.1996;3.631452248239864
01.09.1996;2.869559548473728
01.10.1996;2.39611635473536
01.11.1996;1.9360696989509898
01.12.1996;1.6146038865653718
01.01.1997;1.5436901403794936
01.02.1997;1.7473159224429273
01.03.1997;1.949209431943613
01.04.1997;2.1809006773554005
01.05.1997;2.7433431028402024
01.06.1997;3.2980903740494494
01.07.1997;3.5845254864607083
01.08.1997;3.650991410810365
01.09.1997;2.976646191202551
01.10.1997;2.400799987618317
01.11.1997;1.9317956957983649
01.12.1997;1.6769638592448346
01.01.1998;1.6249635778360398
01.02.1998;1.7753129156694873
01.03.1998;1.9181336556197814
01.04.1998;2.2878029645864686
01.05.1998;2.728334912926713
01.06.1998;3.320256748850983
01.07.1998;3.661699288670474
01.08.1998;3.553632056815799
01.09.1998;3.0161948188360665
01.10.1998;2.3232328123629866
01.11.1998;1.7686282179668644
01.12.1998;1.5875639739491165
01.01.1999;1.6055552205776629
01.02.1999;1.645736619601818
01.03.1999;1.9185069290175363
01.04.1999;2.317936987225409
01.05.1999;2.795933986988881
01.06.1999;3.2966363309273023
01.07.1999;3.724810032400588
01.08.1999;3.555775786299009
01.09.1999;3.096875170038133
01.10.1999;2.413329389018274
01.11.1999;1.7913072642779753
01.12.1999;1.6037648604225379
01.01.2000;1.5508217372239812
01.02.2000;1.7487631394549947
01.03.2000;1.9613402928927461
01.04.2000;2.3892014044453886
01.05.2000;2.854957842168984
01.06.2000;3.344554414526361
01.07.2000;3.6284625213523296
01.08.2000;3.6093141280761696
01.09.2000;3.0014899708325395
01.10.2000;2.3623727151736387
01.11.2000;1.919291207297435
01.12.2000;1.7304669411406544
01.01.2001;1.6119293993945853
01.02.2001;1.6641765822928167
01.03.2001;2.0164655137786363
01.04.2001;2.248973350373977
01.05.2001;2.7605148743779977
01.06.2001;3.242253886800345
01.07.2001;3.6746641939669162
01.08.2001;3.576230676505733
01.09.2001;2.889372661974024
01.10.2001;2.529242719312807
01.11.2001;1.8233248403688547
01.12.2001;1.5390697109960296
01.01.2002;1.5860053833911945
01.02.2002;1.7934027027031223
01.03.2002;2.020723764517732
01.04.2002;2.2501969505462966
01.05.2002;2.7375866231516373
01.06.2002;3.2857599988694113
01.07.2002;3.640861041730417
01.08.2002;3.4508178769206497
01.09.2002;2.897709093791047
01.10.2002;2.298910307578616
01.11.2002;1.895986937883528
01.12.2002;1.6115732939660619
01.01.2003;1.5699137447165572
01.02.2003;1.6238648860946112
01.03.2003;1.9225886281127054
01.04.2003;2.259595323964834
01.05.2003;2.862363051920686
01.06.2003;3.426249763405354
01.07.2003;3.734386822144331
01.08.2003;3.693223579821258
01.09.2003;2.9376956114711046
01.10.2003;2.322656140923295
01.11.2003;1.9189096699223973
01.12.2003;1.63240574975045
01.01.2004;1.6252274462292815
01.02.2004;1.7515214898994746
01.03.2004;1.9573073813119428
01.04.2004;2.3089973827733203
01.05.2004;2.6929366880131536
01.06.2004;3.327288434668539
01.07.2004;3.6318154476439934
01.08.2004;3.641601058737594
01.09.2004;3.0380460640646643
01.10.2004;2.499234419500867
01.11.2004;1.9219298705904158
01.12.2004;1.6809557986467731
01.01.2005;1.5852027217612241
01.02.2005;1.6019725238872435
01.03.2005;1.9095120393020406
01.04.2005;2.37040815975376
01.05.2005;2.9102595846322954
01.06.2005;3.4115826088705226
01.07.2005;3.7830762272443605
01.08.2005;3.530688901808605
01.09.2005;3.061684099592622
01.10.2005;2.484711695872791
01.11.2005;1.9041776280090486
01.12.2005;1.5985338797290303
01.01.2006;1.5437563711116165
01.02.2006;1.6667502886597632
01.03.2006;1.9593991034514762
01.04.2006;2.408416521457291
01.05.2006;2.894033833896875
01.06.2006;3.508398991072885
01.07.2006;3.919690804436846
01.08.2006;3.6504869277174903
01.09.2006;3.1205227901796238
01.10.2006;2.6173952907113875
01.11.2006;2.0071663552776133
01.12.2006;1.7024648891316008
01.01.2007;1.7169089220840408
01.02.2007;1.8309061312428598
01.03.2007;2.0198102918036978
01.04.2007;2.4212708212992
01.05.2007;2.978495307599689
01.06.2007;3.474760859805057
01.07.2007;3.794886400662319
01.08.2007;3.7442883686969086
01.09.2007;3.0994106917673037
01.10.2007;2.4643866568269797
01.11.2007;1.8891902000379233
01.12.2007;1.6617688663290882
01.01.2008;1.6168853404004666
01.02.2008;1.7599513318365378
01.03.2008;2.0815929269640026
01.04.2008;2.445623591277133
01.05.2008;2.8970664623907765
01.06.2008;3.437736701641019
01.07.2008;3.8901464850540144
01.08.2008;3.7795087393148554
01.09.2008;3.09131990671883
01.10.2008;2.5064964781458756
01.11.2008;1.9378847653743945
01.12.2008;1.651167914305295
01.01.2009;1.5643234557150867
01.02.2009;1.7467020816477732
01.03.2009;1.9991825329159438
01.04.2009;2.366092700170975
01.05.2009;2.977163755814565
01.06.2009;3.555335280559846
01.07.2009;3.907504364861881
01.08.2009;3.771755837433347
01.09.2009;3.1185145321637178
01.10.2009;2.5336231506200906
01.11.2009;1.9936290537869865
01.12.2009;1.6904445729667839
01.01.2010;1.5764983201823954
01.02.2010;1.7692158951860997
01.03.2010;2.0161538630017475
01.04.2010;2.424933045688878
01.05.2010;2.893627851378323
01.06.2010;3.477321901540132
01.07.2010;4.053189468176485
01.08.2010;3.83142119570558
01.09.2010;3.0937896587237965
01.10.2010;2.402183636672238
01.11.2010;1.9816958901676243
01.12.2010;1.6151836364053662
01.01.2011;1.598118239135034
01.02.2011;1.7152106151775834
01.03.2011;2.004907605254736
01.04.2011;2.520206274598671
01.05.2011;3.0020354845257886
01.06.2011;3.5449090383530084
01.07.2011;3.935865316946051
01.08.2011;3.8052434003516766
01.09.2011;3.268577903143722
01.10.2011;2.5021058817005244
01.11.2011;1.991558882271104
01.12.2011;1.6878009107188463
01.01.2012;1.597087494779072
01.02.2012;1.5844298857144143
01.03.2012;2.012974023114511
01.04.2012;2.4793809615415694
01.05.2012;3.097616625866763
01.06.2012;3.695718577779572
01.07.2012;4.028132954840491
01.08.2012;3.8880292381297914
01.09.2012;3.1814529195651935
01.10.2012;2.588204324053131
01.11.2012;2.041415717046611
01.12.2012;1.6666874159350424
01.01.2013;1.6743142880725612
01.02.2013;1.8009688156753834
01.03.2013;2.09001206996471
01.04.2013;2.4734637852276786
01.05.2013;3.056216000882081
01.06.2013;3.6148007451161397
01.07.2013;4.079475993361874
01.08.2013;3.946685240725134
01.09.2013;3.2174602480944987
01.10.2013;2.6707524924958266
01.11.2013;2.0736413605914708
01.12.2013;1.7089873956861212
01.01.2014;1.7389824754891268
01.02.2014;1.8463835589837578
01.03.2014;2.1573560524288764
01.04.2014;2.6189186480727793
01.05.2014;3.14119286191948
01.06.2014;3.624335287000422
01.07.2014;4.03873672210863
01.08.2014;3.893737712996108
01.09.2014;3.325728432052768
01.10.2014;2.653873985768795
01.11.2014;2.0917717591249656
01.12.2014;1.7420828993421422
01.01.2015;1.7236795960133544
01.02.2015;1.8505899332080589
01.03.2015;2.139724770853928
01.04.2015;2.599003968717209
01.05.2015;3.253613589992654
01.06.2015;3.7401365925002397
01.07.2015;4.134821063931536
01.08.2015;4.040841509621297
01.09.2015;3.384501840178978
01.10.2015;2.69300889314837
01.11.2015;2.1520430468680423
01.12.2015;1.8616804045488085
01.01.2016;1.758145595523204
01.02.2016;1.983866693548863
01.03.2016;2.1902635301160953
01.04.2016;2.7523391145183207
01.05.2016;3.2008495763248477
01.06.2016;3.8283131433678057
01.07.2016;4.246363295396846
01.08.2016;4.132365148999699
01.09.2016;3.460941834761572
01.10.2016;2.6914068564540123
01.11.2016;2.068845231614407
01.12.2016;1.8115277269743992
01.01.2017;1.7341497297576842
01.02.2017;1.9623392202888086
01.03.2017;2.3068457006208254
01.04.2017;2.7210923937531946
01.05.2017;3.3926046964487173
01.06.2017;3.9360905825850794
01.07.2017;4.388191297470465
01.08.2017;4.243423147718011
01.09.2017;3.5051413123521016
01.10.2017;2.7414452234095106
01.11.2017;2.1445758026419552
01.12.2017;1.8579639430377766
01.01.2018;1.8424672907590665
01.02.2018;1.8950425573831924
01.03.2018;2.2957687208255897
01.04.2018;2.8331005422274163
01.05.2018;3.398558247645396
01.06.2018;4.011478810145626
01.07.2018;4.568066282886803
01.08.2018;4.298972417312503
01.09.2018;3.621471613096044
01.10.2018;2.816497912221752
01.11.2018;2.227535676909438
01.12.2018;1.907052999459327
01.01.2019;1.8403557790733494
01.02.2019;2.011696217760963
01.03.2019;2.3816183904894936
01.04.2019;2.7745730723297077
01.05.2019;3.4409520265384312
01.06.2019;4.212937759528371
01.07.2019;4.519837277415882
01.08.2019;4.3695231462566815
01.09.2019;3.6821702856999217
01.10.2019;2.973214906306111
01.11.2019;2.301577640937929
01.12.2019;2.0048769763887995
01.01.2020;1.9439388871760437
01.02.2020;2.163325264757033
01.03.2020;2.44594451232023
01.04.2020;2.846897501867695
01.05.2020;3.5417838163729414
01.06.2020;4.121009468408164
01.07.2020;4.522800829343004
01.08.2020;4.4632118694468135
01.09.2020;3.7754566228167477
01.10.2020;2.930458115747022
01.11.2020;2.331763382937482
01.12.2020;1.9489555520906705
01.01.2021;1.9116951339579096
01.02.2021;2.1246504087038645
01.03.2021;2.3798844776575243
01.04.2021;2.888636974019325
01.05.2021;3.6429270032436953
01.06.2021;4.344055743725212
01.07.2021;4.778048232730808
01.08.2021;4.54954925996615
01.09.2021;3.8186613870785666
01.10.2021;2.9355142091582036
01.11.2021;2.337952942441334
01.12.2021;2.0035333057820717
01.01.2022;1.9267063256298242
01.02.2022;2.1309320756202497
01.03.2022;2.420106544495725
01.04.2022;2.952149570810403
01.05.2022;3.5524928257287667
01.06.2022;4.459408083012905
01.07.2022;4.780649372575121
01.08.2022;4.7700522501610445
01.09.2022;3.8301748381683045
01.10.2022;3.1136541002181883
01.11.2022;2.4587345576467077
01.12.2022;2.053402786227146
